,Name,pfast,pslow,Return,MaxDrawDown,TotalTrades#,WinTrades#,LossTrades#,WinRatio,AverageWin$,AverageLoss$,LongestWinStreak,LongestLossStreak,AverageWinLossRatio,RankReturn,RankMaxDrawDown,RankWinRatio,RankAverageWinLossRatio,Score
161,SMACross,8,48,0.0451,29.2906,31.0000,10.0000,21.0000,0.3226,557.4322,-247.8208,3.0000,7.0000,2.2493,232,328,387,208,288.7500
162,SMACross,8,49,0.0100,30.0720,31.0000,10.0000,21.0000,0.3226,538.1582,-255.2536,3.0000,7.0000,2.1083,294,344,387,275,325.0000
163,SMACross,8,50,0.0001,30.7093,30.0000,10.0000,20.0000,0.3333,514.5249,-261.0744,3.0000,7.0000,1.9708,310,356,318,351,333.7500
164,SMACross,9,10,-0.5104,52.9838,212.0000,72.0000,140.0000,0.3396,97.9011,-86.8054,4.0000,13.0000,1.1278,649,601,310,586,536.5000
165,SMACross,9,11,-0.4291,46.4122,148.0000,54.0000,94.0000,0.3649,116.2942,-110.8830,4.0000,12.0000,1.0488,629,597,202,590,504.5000
166,SMACross,9,12,-0.3872,44.0602,130.0000,43.0000,87.0000,0.3308,146.9925,-115.2864,4.0000,12.0000,1.2750,608,595,353,577,533.2500
167,SMACross,9,13,-0.4178,46.9721,108.0000,33.0000,75.0000,0.3056,186.8052,-135.8446,3.0000,12.0000,1.3751,622,598,475,554,562.2500
168,SMACross,9,14,-0.2934,36.7577,96.0000,27.0000,69.0000,0.2812,244.1658,-135.3459,4.0000,12.0000,1.8040,581,538,578,428,531.2500
169,SMACross,9,15,-0.2238,37.2074,88.0000,33.0000,55.0000,0.3750,220.0409,-168.9769,4.0000,7.0000,1.3022,562,544,164,572,460.5000
170,SMACross,9,16,-0.1672,33.3905,80.0000,30.0000,50.0000,0.3750,256.6169,-182.9882,3.0000,6.0000,1.4024,537,436,164,552,422.2500
171,SMACross,9,17,-0.0724,29.0280,75.0000,31.0000,44.0000,0.4133,232.1023,-174.3941,3.0000,6.0000,1.3309,421,320,76,562,344.7500
172,SMACross,9,18,0.0480,20.3654,64.0000,28.0000,36.0000,0.4375,254.2474,-176.7011,3.0000,4.0000,1.4389,221,121,54,545,235.2500
173,SMACross,9,19,0.0844,19.2900,60.0000,22.0000,38.0000,0.3667,329.9622,-161.2495,3.0000,6.0000,2.0463,151,96,190,314,187.7500
174,SMACross,9,20,0.0759,20.5892,57.0000,19.0000,38.0000,0.3333,394.4389,-169.7403,2.0000,6.0000,2.3238,165,125,318,161,192.2500
175,SMACross,9,21,0.0575,21.7194,55.0000,18.0000,37.0000,0.3273,361.0355,-152.5044,2.0000,7.0000,2.3674,203,145,357,136,210.2500
176,SMACross,9,22,0.0749,19.3920,54.0000,18.0000,36.0000,0.3333,367.3008,-154.9140,2.0000,6.0000,2.3710,167,102,318,134,180.2500
177,SMACross,9,23,0.1849,15.0148,48.0000,17.0000,31.0000,0.3542,408.3926,-154.1740,2.0000,6.0000,2.6489,45,30,237,52,91.0000
178,SMACross,9,24,0.2029,15.5810,49.0000,19.0000,30.0000,0.3878,368.4159,-155.0717,2.0000,6.0000,2.3758,32,33,115,133,78.2500
179,SMACross,9,25,0.2269,15.0148,47.0000,18.0000,29.0000,0.3830,381.2301,-147.1478,2.0000,5.0000,2.5908,24,29,135,69,64.2500
180,SMACross,9,26,0.1809,16.7052,48.0000,18.0000,30.0000,0.3750,353.4076,-141.3109,2.0000,5.0000,2.5009,49,43,164,88,86.0000
181,SMACross,9,27,0.1287,18.9432,45.0000,17.0000,28.0000,0.3778,351.0406,-168.9080,2.0000,4.0000,2.0783,84,92,155,299,157.5000
182,SMACross,9,28,0.1850,19.8178,43.0000,17.0000,26.0000,0.3953,397.8822,-189.0139,3.0000,4.0000,2.1050,44,111,102,280,134.2500
183,SMACross,9,29,0.1168,21.1947,41.0000,15.0000,26.0000,0.3659,376.3839,-174.0898,3.0000,4.0000,2.1620,95,134,195,253,169.2500
184,SMACross,9,30,0.1154,22.8156,41.0000,15.0000,26.0000,0.3659,362.0673,-166.3541,3.0000,7.0000,2.1765,97,166,195,242,175.0000
185,SMACross,9,31,0.1766,21.5929,40.0000,15.0000,25.0000,0.3750,388.9288,-164.7515,4.0000,7.0000,2.3607,53,142,164,137,124.0000
186,SMACross,9,32,0.1516,23.4388,41.0000,15.0000,26.0000,0.3659,389.2847,-169.7063,4.0000,8.0000,2.2939,66,184,195,177,155.5000
187,SMACross,9,33,-0.0234,33.5583,41.0000,13.0000,28.0000,0.3171,412.1677,-202.4414,3.0000,8.0000,2.0360,356,441,418,321,384.0000
188,SMACross,9,34,-0.0276,32.1400,40.0000,13.0000,27.0000,0.3250,406.2619,-208.6450,3.0000,7.0000,1.9471,364,397,367,367,373.7500
189,SMACross,9,35,-0.0362,33.6303,40.0000,12.0000,28.0000,0.3000,454.9019,-210.5695,2.0000,7.0000,2.1603,377,448,507,254,396.5000
190,SMACross,9,36,-0.0143,33.2133,37.0000,12.0000,25.0000,0.3243,466.9817,-232.9411,2.0000,6.0000,2.0047,344,428,373,334,369.7500
191,SMACross,9,37,-0.0380,33.5989,39.0000,12.0000,27.0000,0.3077,460.9501,-221.7197,2.0000,6.0000,2.0790,381,445,467,298,397.7500
192,SMACross,9,38,-0.0377,34.5240,36.0000,12.0000,24.0000,0.3333,458.7629,-248.1922,2.0000,6.0000,1.8484,379,478,318,405,395.0000
193,SMACross,9,39,-0.0725,35.5218,36.0000,11.0000,25.0000,0.3056,487.3294,-246.2951,2.0000,7.0000,1.9786,423,511,475,344,438.2500
194,SMACross,9,40,-0.0499,33.7584,35.0000,10.0000,25.0000,0.2857,519.0522,-230.5469,2.0000,7.0000,2.2514,395,452,563,207,404.2500
195,SMACross,9,41,-0.0224,33.5199,34.0000,10.0000,24.0000,0.2941,549.7415,-241.5391,2.0000,7.0000,2.2760,353,440,537,188,379.5000
196,SMACross,9,42,-0.0429,34.5380,34.0000,10.0000,24.0000,0.2941,534.6737,-243.7513,2.0000,6.0000,2.1935,384,479,537,236,409.0000
197,SMACross,9,43,-0.0179,32.4760,33.0000,10.0000,23.0000,0.3030,537.3357,-244.7148,2.0000,6.0000,2.1958,347,406,491,235,369.7500
198,SMACross,9,44,0.0188,31.6831,31.0000,10.0000,21.0000,0.3226,550.6128,-257.0101,2.0000,5.0000,2.1424,273,385,387,259,326.0000
199,SMACross,9,45,-0.0006,32.1481,31.0000,11.0000,20.0000,0.3548,497.0374,-277.5379,3.0000,5.0000,1.7909,325,398,231,432,346.5000
200,SMACross,9,46,-0.0256,33.6152,31.0000,10.0000,21.0000,0.3226,529.1304,-267.7639,3.0000,6.0000,1.9761,360,447,387,349,385.7500
201,SMACross,9,47,-0.0042,32.4109,32.0000,11.0000,21.0000,0.3438,500.0064,-265.5009,3.0000,7.0000,1.8833,332,403,279,389,350.7500
202,SMACross,9,48,-0.0271,32.9266,32.0000,10.0000,22.0000,0.3125,535.3051,-257.1182,3.0000,7.0000,2.0819,363,420,443,294,380.0000
203,SMACross,9,49,0.0566,27.0253,32.0000,10.0000,22.0000,0.3125,530.2436,-216.9075,3.0000,7.0000,2.4446,207,264,443,104,254.5000
204,SMACross,9,50,0.0105,30.7537,30.0000,12.0000,18.0000,0.4000,438.7568,-288.5743,3.0000,4.0000,1.5204,292,360,86,526,316.0000
205,SMACross,10,10,0.0000,0.0000,,,,,,,,,,312,1,646,646,401.2500
206,SMACross,10,11,-0.4080,46.0213,206.0000,65.0000,141.0000,0.3155,112.3967,-80.0096,4.0000,9.0000,1.4048,614,596,436,550,549.0000
207,SMACross,10,12,-0.3669,42.1994,141.0000,47.0000,94.0000,0.3333,143.6766,-109.0789,4.0000,9.0000,1.3172,603,589,318,565,518.7500
208,SMACross,10,13,-0.2367,34.8862,121.0000,38.0000,83.0000,0.3140,215.3170,-125.0214,5.0000,10.0000,1.7222,563,488,441,453,486.2500
209,SMACross,10,14,-0.1497,33.0869,103.0000,35.0000,68.0000,0.3398,236.1212,-140.7141,3.0000,7.0000,1.6780,513,424,308,471,429.0000
210,SMACross,10,15,-0.0950,34.3245,91.0000,35.0000,56.0000,0.3846,235.0503,-160.2124,3.0000,7.0000,1.4671,447,471,126,541,396.2500
211,SMACross,10,16,-0.0598,29.2569,83.0000,35.0000,48.0000,0.4217,240.0545,-183.0706,3.0000,6.0000,1.3113,410,327,63,568,342.0000
212,SMACross,10,17,0.0049,25.5598,80.0000,36.0000,44.0000,0.4500,213.8115,-167.7630,4.0000,6.0000,1.2745,299,232,48,578,289.2500
213,SMACross,10,18,0.1031,21.0958,70.0000,25.0000,45.0000,0.3571,330.0399,-153.9474,3.0000,6.0000,2.1438,116,132,223,258,182.2500
214,SMACross,10,19,0.0988,23.8522,58.0000,20.0000,38.0000,0.3448,390.3794,-171.7892,2.0000,6.0000,2.2724,123,191,271,191,194.0000
215,SMACross,10,20,0.0001,25.3448,60.0000,19.0000,41.0000,0.3167,379.8889,-170.4970,2.0000,6.0000,2.2281,311,225,423,216,293.7500
216,SMACross,10,21,0.0744,17.4156,56.0000,18.0000,38.0000,0.3214,406.3039,-166.4794,2.0000,5.0000,2.4406,169,56,402,106,183.2500
217,SMACross,10,22,0.0517,19.8031,53.0000,16.0000,37.0000,0.3019,395.8283,-150.7721,2.0000,6.0000,2.6253,212,109,505,61,221.7500
218,SMACross,10,23,0.0870,18.8647,52.0000,19.0000,33.0000,0.3654,345.2349,-164.9653,2.0000,5.0000,2.0928,148,89,200,286,180.7500
219,SMACross,10,24,0.1336,18.8647,49.0000,19.0000,30.0000,0.3878,348.4759,-167.6153,2.0000,5.0000,2.0790,81,87,115,297,145.0000
220,SMACross,10,25,0.1284,18.8647,47.0000,18.0000,29.0000,0.3830,347.8834,-162.8554,2.0000,5.0000,2.1361,86,88,135,262,142.7500
221,SMACross,10,26,0.1799,18.8647,46.0000,18.0000,28.0000,0.3913,368.9249,-163.4009,2.0000,5.0000,2.2578,51,90,109,202,113.0000
222,SMACross,10,27,0.1839,20.4795,46.0000,15.0000,31.0000,0.3261,457.8759,-155.5339,2.0000,5.0000,2.9439,47,123,363,16,137.2500
223,SMACross,10,28,0.0452,26.3183,42.0000,13.0000,29.0000,0.3095,418.4068,-174.7921,3.0000,7.0000,2.3937,231,250,460,123,266.0000
224,SMACross,10,29,0.0924,25.7939,42.0000,13.0000,29.0000,0.3095,443.3523,-169.8125,3.0000,7.0000,2.6108,136,236,460,66,224.5000
225,SMACross,10,30,0.0810,27.6693,40.0000,13.0000,27.0000,0.3250,439.5762,-184.7643,3.0000,7.0000,2.3791,157,281,367,128,233.2500
226,SMACross,10,31,0.1007,24.7514,41.0000,13.0000,28.0000,0.3171,439.9350,-171.3279,3.0000,7.0000,2.5678,121,210,418,75,206.0000
227,SMACross,10,32,0.0763,25.6875,42.0000,14.0000,28.0000,0.3333,409.8621,-180.6596,3.0000,6.0000,2.2687,164,235,318,194,227.7500
228,SMACross,10,33,0.1031,25.3079,40.0000,13.0000,27.0000,0.3250,454.8878,-184.0152,2.0000,6.0000,2.4720,115,223,367,97,200.5000
229,SMACross,10,34,0.0506,26.5327,38.0000,12.0000,26.0000,0.3158,474.1987,-202.5561,2.0000,6.0000,2.3411,215,252,424,149,260.0000
230,SMACross,10,35,0.0264,28.1701,38.0000,12.0000,26.0000,0.3158,477.1986,-213.1670,2.0000,6.0000,2.2386,260,293,424,214,297.7500
231,SMACross,10,36,0.0481,27.7313,38.0000,12.0000,26.0000,0.3158,490.2225,-209.1262,2.0000,6.0000,2.3441,220,283,424,147,268.5000
232,SMACross,10,37,0.0386,27.5313,38.0000,12.0000,26.0000,0.3158,489.8521,-212.5698,2.0000,6.0000,2.3044,246,277,424,173,280.0000
233,SMACross,10,38,-0.0613,36.0391,38.0000,12.0000,26.0000,0.3158,484.1023,-248.2205,2.0000,6.0000,1.9503,411,522,424,364,430.2500
234,SMACross,10,39,-0.0422,35.4737,34.0000,11.0000,23.0000,0.3235,516.1784,-266.6186,2.0000,6.0000,1.9360,382,508,381,373,411.0000
235,SMACross,10,40,-0.0450,35.6517,35.0000,10.0000,25.0000,0.2857,555.2803,-241.4030,2.0000,8.0000,2.3002,389,514,563,175,410.2500
236,SMACross,10,41,-0.0764,37.8992,35.0000,10.0000,25.0000,0.2857,547.3116,-250.7190,2.0000,7.0000,2.1830,428,561,563,241,448.2500
237,SMACross,10,42,-0.0593,36.1872,33.0000,10.0000,23.0000,0.3030,546.8044,-264.9013,2.0000,5.0000,2.0642,409,528,491,304,433.0000
238,SMACross,10,43,-0.0372,34.4666,31.0000,10.0000,21.0000,0.3226,550.1840,-281.2596,2.0000,5.0000,1.9561,378,475,387,360,400.0000
239,SMACross,10,44,-0.0496,34.5228,31.0000,10.0000,21.0000,0.3226,521.2947,-273.3566,2.0000,5.0000,1.9070,394,477,387,380,409.5000
240,SMACross,10,45,-0.0708,34.1107,33.0000,10.0000,23.0000,0.3030,492.1811,-246.1287,2.0000,5.0000,1.9997,418,465,491,337,427.7500
241,SMACross,10,46,-0.1052,36.3247,30.0000,10.0000,20.0000,0.3333,471.9810,-290.1137,3.0000,5.0000,1.6269,457,531,318,492,449.5000
242,SMACross,10,47,-0.1111,36.3831,33.0000,10.0000,23.0000,0.3030,474.7842,-256.0229,3.0000,7.0000,1.8545,466,533,491,399,472.2500
243,SMACross,10,48,0.0861,27.1242,31.0000,12.0000,19.0000,0.3871,443.2234,-236.5291,3.0000,5.0000,1.8739,150,268,118,393,232.2500
244,SMACross,10,49,0.1038,26.9553,31.0000,13.0000,18.0000,0.4194,435.3866,-258.8343,3.0000,4.0000,1.6821,112,260,66,470,227.0000
245,SMACross,10,50,0.0656,27.0238,31.0000,12.0000,19.0000,0.3871,437.0044,-243.3749,3.0000,4.0000,1.7956,181,263,118,430,248.0000
246,SMACross,11,10,-0.3465,60.5689,207.0000,92.0000,115.0000,0.4444,87.7534,-100.3356,4.0000,6.0000,0.8746,597,643,50,592,470.5000
247,SMACross,11,11,0.0000,0.0000,,,,,,,,,,312,1,646,646,401.2500
248,SMACross,11,12,-0.3366,41.5923,204.0000,70.0000,134.0000,0.3431,115.7964,-85.6119,4.0000,15.0000,1.3526,595,586,287,558,506.5000
249,SMACross,11,13,-0.1174,27.8585,135.0000,52.0000,83.0000,0.3852,170.3963,-118.4929,5.0000,11.0000,1.4380,474,286,125,546,357.7500
250,SMACross,11,14,-0.1565,33.4182,115.0000,43.0000,72.0000,0.3739,195.6694,-136.1485,7.0000,7.0000,1.4372,524,437,172,547,420.0000
251,SMACross,11,15,-0.1404,33.5910,97.0000,38.0000,59.0000,0.3918,218.1826,-161.2805,7.0000,9.0000,1.3528,502,444,108,557,402.7500
252,SMACross,11,16,0.0574,27.2813,89.0000,38.0000,51.0000,0.4270,231.3750,-156.8157,7.0000,8.0000,1.4755,204,271,58,535,267.0000
253,SMACross,11,17,0.0722,22.1021,80.0000,27.0000,53.0000,0.3375,300.1329,-135.0540,3.0000,8.0000,2.2223,170,151,315,221,214.2500
254,SMACross,11,18,0.1606,20.4517,73.0000,27.0000,46.0000,0.3699,310.5993,-147.3930,3.0000,7.0000,2.1073,62,122,183,278,161.2500
255,SMACross,11,19,0.1870,20.1730,64.0000,22.0000,42.0000,0.3438,357.7469,-136.4720,2.0000,7.0000,2.6214,42,117,279,62,125.0000
256,SMACross,11,20,0.1179,20.0092,62.0000,18.0000,44.0000,0.2903,400.4913,-131.3032,3.0000,7.0000,3.0501,93,115,551,8,191.7500
257,SMACross,11,21,0.1794,16.5303,57.0000,21.0000,36.0000,0.3684,357.0525,-151.6080,4.0000,6.0000,2.3551,52,42,185,140,104.7500
258,SMACross,11,22,0.2411,15.0147,51.0000,18.0000,33.0000,0.3529,382.6078,-127.7872,3.0000,7.0000,2.9941,22,25,242,13,75.5000
259,SMACross,11,23,0.2469,15.0147,52.0000,17.0000,35.0000,0.3269,411.5330,-129.3448,2.0000,5.0000,3.1817,17,26,359,5,101.7500
260,SMACross,11,24,0.1888,15.0147,52.0000,17.0000,35.0000,0.3269,396.6238,-138.7128,2.0000,5.0000,2.8593,40,22,359,26,111.7500
261,SMACross,11,25,0.2272,15.0147,50.0000,18.0000,32.0000,0.3600,389.2538,-139.9408,2.0000,4.0000,2.7816,23,28,211,32,73.5000
262,SMACross,11,26,0.3965,15.0147,46.0000,17.0000,29.0000,0.3696,484.8600,-137.4583,2.0000,4.0000,3.5273,1,22,184,3,52.5000
263,SMACross,11,27,0.2421,21.3965,47.0000,17.0000,30.0000,0.3617,415.0546,-154.4880,2.0000,5.0000,2.6866,21,139,206,44,102.5000
264,SMACross,11,28,0.1447,21.8769,46.0000,15.0000,31.0000,0.3261,416.5870,-154.9014,3.0000,6.0000,2.6894,72,147,363,43,156.2500
265,SMACross,11,29,0.1174,25.1311,41.0000,13.0000,28.0000,0.3171,449.5522,-169.8906,3.0000,6.0000,2.6461,94,218,418,53,195.7500
266,SMACross,11,30,0.0880,25.5293,40.0000,13.0000,27.0000,0.3250,439.4129,-180.3390,3.0000,6.0000,2.4366,146,231,367,108,213.0000
267,SMACross,11,31,0.0932,24.2442,38.0000,13.0000,25.0000,0.3421,432.8852,-189.2785,2.0000,5.0000,2.2870,134,199,290,180,200.7500
268,SMACross,11,32,0.1212,23.1953,40.0000,12.0000,28.0000,0.3000,486.3181,-166.4798,2.0000,7.0000,2.9212,92,180,507,19,199.5000
269,SMACross,11,33,0.1233,22.5380,39.0000,13.0000,26.0000,0.3333,441.6862,-174.8555,2.0000,5.0000,2.5260,90,161,318,82,162.7500
270,SMACross,11,34,0.0607,25.4771,39.0000,13.0000,26.0000,0.3333,432.7693,-194.4285,2.0000,5.0000,2.2259,191,228,318,218,238.7500
271,SMACross,11,35,0.0397,27.9168,38.0000,12.0000,26.0000,0.3158,479.6320,-207.4333,2.0000,6.0000,2.3122,243,290,424,168,281.2500
272,SMACross,11,36,0.0976,25.9612,38.0000,13.0000,25.0000,0.3421,469.7323,-206.7104,3.0000,6.0000,2.2724,125,240,290,192,211.7500
273,SMACross,11,37,0.0699,26.9127,37.0000,12.0000,25.0000,0.3243,506.0549,-216.3665,3.0000,5.0000,2.3389,176,257,373,150,239.0000
274,SMACross,11,38,0.0596,27.3206,37.0000,12.0000,25.0000,0.3243,491.0223,-213.2825,3.0000,5.0000,2.3022,196,272,373,174,253.7500
275,SMACross,11,39,0.0798,26.4616,36.0000,11.0000,25.0000,0.3056,513.6214,-195.5183,3.0000,5.0000,2.6270,158,251,475,60,236.0000
276,SMACross,11,40,0.0648,26.2016,33.0000,10.0000,23.0000,0.3030,565.4334,-219.2093,2.0000,5.0000,2.5794,183,247,491,71,248.0000
277,SMACross,11,41,-0.0840,35.1738,31.0000,9.0000,22.0000,0.2903,553.5528,-266.0254,2.0000,5.0000,2.0808,432,498,551,296,444.2500
278,SMACross,11,42,-0.0971,34.9043,32.0000,10.0000,22.0000,0.3125,474.1962,-261.0407,2.0000,5.0000,1.8166,449,490,443,423,451.2500
279,SMACross,11,43,-0.0688,33.4956,31.0000,10.0000,21.0000,0.3226,484.5976,-265.0211,2.0000,5.0000,1.8285,417,439,387,414,414.2500
280,SMACross,11,44,-0.0857,33.5852,30.0000,11.0000,19.0000,0.3667,435.5769,-292.9721,3.0000,4.0000,1.4868,436,442,190,531,399.7500
281,SMACross,11,45,-0.0112,30.3042,30.0000,11.0000,19.0000,0.3667,450.6443,-262.1695,3.0000,4.0000,1.7189,340,348,190,456,333.5000
282,SMACross,11,46,-0.0540,34.1899,30.0000,11.0000,19.0000,0.3667,436.6893,-276.8118,3.0000,5.0000,1.5776,402,468,190,509,392.2500
283,SMACross,11,47,0.0157,29.5452,30.0000,12.0000,18.0000,0.4000,414.6409,-262.6721,3.0000,4.0000,1.5785,280,332,86,508,301.5000
284,SMACross,11,48,-0.0716,33.3341,30.0000,9.0000,21.0000,0.3000,512.5877,-249.8139,3.0000,6.0000,2.0519,420,431,507,310,417.0000
285,SMACross,11,49,-0.0183,30.0311,30.0000,9.0000,21.0000,0.3000,531.4027,-232.2926,3.0000,5.0000,2.2876,348,342,507,179,344.0000
286,SMACross,11,50,-0.0238,29.7304,32.0000,11.0000,21.0000,0.3438,424.9995,-229.8112,2.0000,5.0000,1.8493,358,334,279,404,343.7500
287,SMACross,12,10,-0.2124,59.8897,142.0000,74.0000,68.0000,0.5211,99.0553,-139.0251,6.0000,6.0000,0.7125,560,635,27,597,454.7500
288,SMACross,12,11,-0.4132,63.9516,204.0000,85.0000,119.0000,0.4167,82.9028,-93.0700,6.0000,10.0000,0.8908,617,653,71,591,483.0000
289,SMACross,12,12,0.0000,0.0000,,,,,,,,,,312,1,646,646,401.2500
290,SMACross,12,13,-0.1426,32.4423,186.0000,66.0000,120.0000,0.3548,144.1792,-89.5696,5.0000,8.0000,1.6097,505,405,231,497,409.5000
291,SMACross,12,14,-0.0999,33.9433,125.0000,46.0000,79.0000,0.3680,185.7953,-118.4457,7.0000,8.0000,1.5686,451,459,188,512,402.5000
292,SMACross,12,15,-0.0729,30.7561,113.0000,40.0000,73.0000,0.3540,209.7784,-122.7065,5.0000,7.0000,1.7096,425,361,241,460,371.7500
293,SMACross,12,16,0.0438,27.6203,91.0000,34.0000,57.0000,0.3736,226.8621,-124.4263,6.0000,9.0000,1.8233,237,280,174,418,277.2500
294,SMACross,12,17,0.0617,26.1102,86.0000,29.0000,57.0000,0.3372,260.3702,-118.3770,3.0000,10.0000,2.1995,189,246,317,230,245.5000
295,SMACross,12,18,0.1819,20.5731,76.0000,25.0000,51.0000,0.3289,320.2496,-121.3274,3.0000,7.0000,2.6395,48,124,354,57,145.7500
296,SMACross,12,19,0.1616,17.7840,68.0000,22.0000,46.0000,0.3235,341.0901,-123.5667,2.0000,7.0000,2.7604,61,59,381,35,134.0000
297,SMACross,12,20,0.1744,17.1765,64.0000,21.0000,43.0000,0.3281,356.9571,-128.0661,2.0000,7.0000,2.7873,56,51,356,31,123.5000
298,SMACross,12,21,0.1148,16.9683,60.0000,18.0000,42.0000,0.3000,402.5834,-140.5355,2.0000,7.0000,2.8646,100,46,507,25,169.5000
299,SMACross,12,22,0.2142,15.0147,55.0000,18.0000,37.0000,0.3273,443.0048,-151.8607,2.0000,6.0000,2.9172,29,26,357,20,108.0000
300,SMACross,12,23,0.2846,15.0147,48.0000,19.0000,29.0000,0.3958,354.7075,-134.2447,3.0000,5.0000,2.6422,9,24,101,55,47.2500
301,SMACross,12,24,0.1968,15.0145,49.0000,17.0000,32.0000,0.3469,390.5913,-139.4423,2.0000,5.0000,2.8011,35,21,265,29,87.5000
302,SMACross,12,25,0.2792,15.7594,47.0000,18.0000,29.0000,0.3830,427.1240,-161.0749,3.0000,7.0000,2.6517,10,36,135,50,57.7500
303,SMACross,12,26,0.2981,17.6658,43.0000,14.0000,29.0000,0.3256,519.8816,-140.3234,2.0000,5.0000,3.7049,7,57,365,1,107.5000
304,SMACross,12,27,0.2463,21.3962,44.0000,13.0000,31.0000,0.2955,558.1510,-154.5962,2.0000,6.0000,3.6104,18,138,534,2,173.0000
305,SMACross,12,28,0.0815,25.1749,45.0000,13.0000,32.0000,0.2889,442.1884,-154.1846,3.0000,6.0000,2.8679,155,219,562,24,240.0000
306,SMACross,12,29,0.1025,22.1048,43.0000,12.0000,31.0000,0.2791,470.3032,-150.1740,2.0000,6.0000,3.1317,119,152,582,7,215.0000
307,SMACross,12,30,0.0599,23.8911,42.0000,13.0000,29.0000,0.3095,410.6658,-164.6733,3.0000,6.0000,2.4938,195,193,460,91,234.7500
308,SMACross,12,31,0.1038,23.0999,37.0000,12.0000,25.0000,0.3243,479.3152,-190.0370,2.0000,5.0000,2.5222,113,174,373,84,186.0000
309,SMACross,12,32,0.1243,23.1397,37.0000,12.0000,25.0000,0.3243,493.2437,-188.5476,2.0000,5.0000,2.6160,89,178,373,64,176.0000
310,SMACross,12,33,0.1033,24.0342,38.0000,13.0000,25.0000,0.3421,452.2826,-195.3568,3.0000,5.0000,2.3152,114,197,290,166,191.7500
311,SMACross,12,34,0.0498,26.1072,38.0000,12.0000,26.0000,0.3158,492.6927,-204.6287,2.0000,6.0000,2.4077,216,245,424,118,250.7500
312,SMACross,12,35,0.0830,25.4804,38.0000,13.0000,25.0000,0.3421,481.1296,-213.1218,3.0000,6.0000,2.2575,153,229,290,203,218.7500
313,SMACross,12,36,0.0914,24.7056,38.0000,14.0000,24.0000,0.3684,440.2703,-214.6641,3.0000,5.0000,2.0510,141,207,185,311,211.0000
314,SMACross,12,37,0.0323,26.0780,38.0000,12.0000,26.0000,0.3158,474.1427,-202.8606,3.0000,5.0000,2.3373,256,242,424,153,268.7500
315,SMACross,12,38,0.0444,24.9431,38.0000,12.0000,26.0000,0.3158,462.1873,-192.6648,3.0000,5.0000,2.3989,234,212,424,120,247.5000
316,SMACross,12,39,-0.0024,27.3381,39.0000,10.0000,29.0000,0.2564,541.0750,-184.3356,3.0000,9.0000,2.9353,329,273,623,17,310.5000
317,SMACross,12,40,-0.1070,34.9179,34.0000,9.0000,25.0000,0.2647,557.8331,-240.4150,2.0000,8.0000,2.3203,460,492,614,165,432.7500
318,SMACross,12,41,-0.1464,35.7887,32.0000,9.0000,23.0000,0.2812,499.2242,-255.6716,2.0000,7.0000,1.9526,508,516,578,363,491.2500
319,SMACross,12,42,-0.1011,34.7963,33.0000,9.0000,24.0000,0.2727,520.2481,-233.8632,2.0000,7.0000,2.2246,452,483,598,219,438.0000
320,SMACross,12,43,-0.1031,34.8214,33.0000,9.0000,24.0000,0.2727,518.8305,-234.1984,2.0000,7.0000,2.2153,454,484,598,226,440.5000
321,SMACross,12,44,-0.0729,32.8830,31.0000,10.0000,21.0000,0.3226,467.5875,-253.4576,3.0000,5.0000,1.8448,426,419,387,409,410.2500
322,SMACross,12,45,-0.0500,30.7573,32.0000,10.0000,22.0000,0.3125,455.2253,-225.7879,3.0000,5.0000,2.0162,396,362,443,328,382.2500
323,SMACross,12,46,-0.1092,34.2907,32.0000,10.0000,22.0000,0.3125,439.1948,-245.6749,3.0000,5.0000,1.7877,464,470,443,436,453.2500
324,SMACross,12,47,-0.0058,28.0675,31.0000,10.0000,21.0000,0.3226,459.2310,-217.2239,3.0000,6.0000,2.1141,335,291,387,274,321.7500
