,Name,pfast,pslow,Return,MaxDrawDown,TotalTrades#,WinTrades#,LossTrades#,WinRatio,AverageWin$,AverageLoss$,LongestWinStreak,LongestLossStreak,AverageWinLossRatio,RankReturn,RankMaxDrawDown,RankWinRatio,RankAverageWinLossRatio,Score
325,SMACross,12,48,-0.0132,28.5026,31.0000,12.0000,19.0000,0.3871,411.9368,-262.4685,3.0000,4.0000,1.5695,342,301,118,511,318.0000
326,SMACross,12,49,-0.0056,28.8696,31.0000,10.0000,21.0000,0.3226,465.7824,-220.2491,2.0000,4.0000,2.1148,334,317,387,273,327.7500
327,SMACross,12,50,-0.0295,28.3336,29.0000,9.0000,20.0000,0.3103,487.2813,-229.7181,2.0000,5.0000,2.1212,367,299,458,268,348.0000
328,SMACross,13,10,-0.2927,57.7418,121.0000,67.0000,54.0000,0.5537,96.7900,-174.3028,7.0000,7.0000,0.5553,580,607,15,605,451.7500
329,SMACross,13,11,-0.4210,61.9795,136.0000,65.0000,71.0000,0.4779,77.2634,-130.0300,4.0000,4.0000,0.5942,624,646,40,602,478.0000
330,SMACross,13,12,-0.5131,65.4145,187.0000,89.0000,98.0000,0.4759,57.0328,-104.1484,7.0000,7.0000,0.5476,650,655,41,607,488.2500
331,SMACross,13,13,0.0000,0.0000,,,,,,,,,,312,1,646,646,401.2500
332,SMACross,13,14,-0.2919,43.9130,180.0000,63.0000,117.0000,0.3500,113.8435,-84.9843,5.0000,6.0000,1.3396,579,594,255,560,497.0000
333,SMACross,13,15,-0.1137,34.4500,123.0000,44.0000,79.0000,0.3577,182.0611,-113.8179,5.0000,11.0000,1.5996,468,474,222,499,415.7500
334,SMACross,13,16,0.0488,28.6153,107.0000,40.0000,67.0000,0.3738,204.0928,-114.5580,5.0000,11.0000,1.7816,219,307,173,439,284.5000
335,SMACross,13,17,0.1145,22.4905,89.0000,33.0000,56.0000,0.3708,236.7295,-119.0538,3.0000,9.0000,1.9884,101,159,180,342,195.5000
336,SMACross,13,18,0.1955,19.3934,81.0000,28.0000,53.0000,0.3457,268.8407,-105.1340,4.0000,8.0000,2.5571,36,103,270,78,121.7500
337,SMACross,13,19,0.1710,17.1613,74.0000,23.0000,51.0000,0.3108,321.5270,-111.4754,3.0000,8.0000,2.8843,58,50,457,22,146.7500
338,SMACross,13,20,0.1517,18.5363,64.0000,19.0000,45.0000,0.2969,381.8605,-127.5296,2.0000,7.0000,2.9943,65,73,532,12,170.5000
339,SMACross,13,21,0.1858,15.3607,63.0000,19.0000,44.0000,0.3016,408.8387,-134.3056,2.0000,7.0000,3.0441,43,32,506,9,147.5000
340,SMACross,13,22,0.1972,16.7453,58.0000,21.0000,37.0000,0.3621,358.9652,-150.4440,3.0000,6.0000,2.3860,34,45,205,124,102.0000
341,SMACross,13,23,0.1922,16.7453,54.0000,20.0000,34.0000,0.3704,352.1705,-150.6359,3.0000,5.0000,2.3379,37,44,181,152,103.5000
342,SMACross,13,24,0.1764,18.6292,47.0000,18.0000,29.0000,0.3830,338.4819,-149.2481,3.0000,5.0000,2.2679,55,79,135,195,116.0000
343,SMACross,13,25,0.2519,18.6292,46.0000,18.0000,28.0000,0.3913,380.9695,-154.9514,2.0000,5.0000,2.4586,15,78,109,100,75.5000
344,SMACross,13,26,0.2751,17.9404,45.0000,17.0000,28.0000,0.3778,436.7894,-166.9289,2.0000,4.0000,2.6166,11,61,155,63,72.5000
345,SMACross,13,27,0.1156,23.0161,45.0000,15.0000,30.0000,0.3333,412.6483,-167.7779,2.0000,5.0000,2.4595,96,169,318,99,170.5000
346,SMACross,13,28,0.1262,23.0161,44.0000,15.0000,29.0000,0.3409,401.2274,-164.0240,4.0000,6.0000,2.4462,88,171,305,103,166.7500
347,SMACross,13,29,0.1458,23.0161,42.0000,17.0000,25.0000,0.4048,355.7832,-183.6321,5.0000,5.0000,1.9375,70,170,81,372,173.2500
348,SMACross,13,30,0.0691,24.4325,43.0000,15.0000,28.0000,0.3488,373.2773,-175.3071,4.0000,6.0000,2.1293,177,203,258,265,225.7500
349,SMACross,13,31,0.1065,25.2354,38.0000,13.0000,25.0000,0.3421,475.0375,-200.4738,3.0000,5.0000,2.3696,108,221,290,135,188.5000
350,SMACross,13,32,0.0998,25.2590,37.0000,13.0000,24.0000,0.3514,473.3225,-210.6963,3.0000,5.0000,2.2465,122,222,248,209,200.2500
351,SMACross,13,33,0.1040,23.6907,37.0000,13.0000,24.0000,0.3514,465.0573,-204.4533,3.0000,5.0000,2.2746,111,189,248,190,184.5000
352,SMACross,13,34,0.1116,23.0592,37.0000,14.0000,23.0000,0.3784,433.7069,-211.1503,3.0000,5.0000,2.0540,103,172,153,309,184.2500
353,SMACross,13,35,0.1017,22.7638,38.0000,14.0000,24.0000,0.3684,426.6407,-202.4182,3.0000,5.0000,2.1077,120,164,185,276,186.2500
354,SMACross,13,36,0.0386,23.8974,40.0000,16.0000,24.0000,0.4000,336.4803,-204.3918,3.0000,5.0000,1.6463,247,194,86,486,253.2500
355,SMACross,13,37,-0.0017,24.7398,39.0000,11.0000,28.0000,0.2821,463.2383,-179.3989,2.0000,6.0000,2.5822,327,209,575,70,295.2500
356,SMACross,13,38,-0.1043,32.8619,38.0000,10.0000,28.0000,0.2632,475.5667,-204.2473,2.0000,8.0000,2.3284,456,418,616,159,412.2500
357,SMACross,13,39,-0.1160,33.0773,38.0000,10.0000,28.0000,0.2632,474.0124,-207.9009,2.0000,7.0000,2.2800,471,423,616,184,423.5000
358,SMACross,13,40,-0.1444,35.3551,36.0000,9.0000,27.0000,0.2500,536.2561,-232.0251,2.0000,8.0000,2.3112,507,503,625,169,451.0000
359,SMACross,13,41,-0.1055,34.8601,33.0000,9.0000,24.0000,0.2727,511.3133,-235.4637,2.0000,7.0000,2.1715,458,486,598,247,447.2500
360,SMACross,13,42,-0.0935,34.2691,30.0000,10.0000,20.0000,0.3333,436.8485,-264.8893,2.0000,5.0000,1.6492,445,469,318,483,428.7500
361,SMACross,13,43,-0.0887,34.1263,32.0000,11.0000,21.0000,0.3438,403.2293,-253.1658,2.0000,5.0000,1.5927,439,466,279,501,421.2500
362,SMACross,13,44,-0.0894,33.3741,31.0000,12.0000,19.0000,0.3871,359.7140,-273.9598,2.0000,4.0000,1.3130,440,434,118,567,389.7500
363,SMACross,13,45,-0.0429,31.0680,31.0000,11.0000,20.0000,0.3548,412.0815,-247.7762,2.0000,5.0000,1.6631,383,370,231,478,365.5000
364,SMACross,13,46,-0.0589,34.0776,31.0000,10.0000,21.0000,0.3226,459.3505,-246.5021,2.0000,5.0000,1.8635,408,464,387,395,413.5000
365,SMACross,13,47,0.0111,27.8733,32.0000,11.0000,21.0000,0.3438,429.6613,-219.4587,3.0000,4.0000,1.9578,290,288,279,357,303.5000
366,SMACross,13,48,0.1325,18.7322,30.0000,10.0000,20.0000,0.3333,492.4664,-179.6214,3.0000,4.0000,2.7417,82,85,318,36,130.2500
367,SMACross,13,49,0.1142,20.9950,30.0000,10.0000,20.0000,0.3333,502.0635,-193.5849,3.0000,4.0000,2.5935,102,131,318,68,154.7500
368,SMACross,13,50,0.0834,23.8658,30.0000,10.0000,20.0000,0.3333,481.4577,-198.6715,3.0000,5.0000,2.4234,152,192,318,114,194.0000
369,SMACross,14,10,-0.3182,57.6122,103.0000,57.0000,46.0000,0.5534,79.1946,-167.3172,7.0000,8.0000,0.4733,586,606,16,617,456.2500
370,SMACross,14,11,-0.3442,59.4849,116.0000,60.0000,56.0000,0.5172,82.5375,-149.8957,5.0000,5.0000,0.5506,596,623,30,606,463.7500
371,SMACross,14,12,-0.4094,58.0661,126.0000,64.0000,62.0000,0.5079,70.7992,-139.1210,4.0000,5.0000,0.5089,615,609,33,612,467.2500
372,SMACross,14,13,-0.3963,59.7785,181.0000,79.0000,102.0000,0.4365,80.0161,-100.8300,5.0000,6.0000,0.7936,610,632,56,594,473.0000
373,SMACross,14,14,0.0000,0.0000,,,,,,,,,,312,1,646,646,401.2500
374,SMACross,14,15,-0.0685,33.8158,172.0000,66.0000,106.0000,0.3837,134.1564,-89.9928,4.0000,10.0000,1.4907,416,454,133,528,382.7500
375,SMACross,14,16,0.0418,23.1383,119.0000,48.0000,71.0000,0.4034,185.8722,-119.7737,4.0000,14.0000,1.5519,240,177,85,519,255.2500
376,SMACross,14,17,0.1343,20.2117,101.0000,40.0000,61.0000,0.3960,208.0539,-114.4170,4.0000,9.0000,1.8184,80,118,100,422,180.0000
377,SMACross,14,18,0.2246,14.7631,83.0000,28.0000,55.0000,0.3373,282.9802,-103.2269,3.0000,8.0000,2.7413,27,20,316,37,100.0000
378,SMACross,14,19,0.1739,14.6203,77.0000,24.0000,53.0000,0.3117,309.5866,-107.3851,4.0000,8.0000,2.8830,57,17,456,23,138.2500
379,SMACross,14,20,0.1481,16.3172,72.0000,23.0000,49.0000,0.3194,321.7402,-120.7890,3.0000,7.0000,2.6637,69,40,406,47,140.5000
380,SMACross,14,21,0.2441,14.3886,63.0000,24.0000,39.0000,0.3810,330.1923,-140.6149,3.0000,7.0000,2.3482,20,14,141,145,80.0000
381,SMACross,14,22,0.2165,17.9397,59.0000,22.0000,37.0000,0.3729,360.6867,-155.9507,3.0000,6.0000,2.3128,28,60,176,167,107.7500
382,SMACross,14,23,0.2471,17.9404,57.0000,22.0000,35.0000,0.3860,353.4917,-151.5948,3.0000,6.0000,2.3318,16,64,124,156,90.0000
383,SMACross,14,24,0.2262,17.9404,50.0000,21.0000,29.0000,0.4200,360.1773,-182.8267,3.0000,5.0000,1.9700,25,62,64,352,125.7500
384,SMACross,14,25,0.3190,17.9404,45.0000,18.0000,27.0000,0.4000,436.0899,-172.5651,3.0000,5.0000,2.5271,6,63,86,81,59.0000
385,SMACross,14,26,0.1541,19.3623,45.0000,18.0000,27.0000,0.4000,343.6061,-171.9837,3.0000,5.0000,1.9979,64,99,86,338,146.7500
386,SMACross,14,27,0.1305,22.1456,41.0000,16.0000,25.0000,0.3902,389.6268,-197.1546,3.0000,5.0000,1.9763,83,153,111,348,173.7500
387,SMACross,14,28,0.1084,23.1378,44.0000,15.0000,29.0000,0.3409,400.2093,-169.6186,3.0000,5.0000,2.3595,106,176,305,139,181.5000
388,SMACross,14,29,0.0962,23.5619,42.0000,18.0000,24.0000,0.4286,314.5139,-195.7895,4.0000,4.0000,1.6064,127,186,57,498,217.0000
389,SMACross,14,30,0.0954,22.7924,41.0000,15.0000,26.0000,0.3659,380.5822,-182.8581,3.0000,5.0000,2.0813,128,165,195,295,195.7500
390,SMACross,14,31,0.0607,24.9786,38.0000,13.0000,25.0000,0.3421,430.0576,-195.5485,3.0000,5.0000,2.1992,190,213,290,231,231.0000
391,SMACross,14,32,0.0572,24.8865,37.0000,14.0000,23.0000,0.3784,392.8413,-210.1541,3.0000,5.0000,1.8693,206,211,153,394,241.0000
392,SMACross,14,33,0.0987,22.8333,38.0000,13.0000,25.0000,0.3421,436.8549,-183.7632,2.0000,5.0000,2.3773,124,167,290,130,177.7500
393,SMACross,14,34,0.0941,21.8951,37.0000,13.0000,24.0000,0.3514,419.0033,-183.6996,2.0000,5.0000,2.2809,131,148,248,183,177.5000
394,SMACross,14,35,-0.0302,32.0131,38.0000,13.0000,25.0000,0.3421,400.1806,-219.9515,2.0000,5.0000,1.8194,368,394,290,421,368.2500
395,SMACross,14,36,0.0406,25.0659,37.0000,11.0000,26.0000,0.2973,476.5273,-185.7571,2.0000,6.0000,2.5653,242,215,527,76,265.0000
396,SMACross,14,37,-0.0795,31.6796,40.0000,10.0000,30.0000,0.2500,483.2035,-187.3740,2.0000,6.0000,2.5788,430,384,625,72,377.7500
397,SMACross,14,38,-0.0840,31.7609,39.0000,10.0000,29.0000,0.2564,485.5455,-196.2140,2.0000,8.0000,2.4746,433,388,623,95,384.7500
398,SMACross,14,39,-0.1271,33.8477,39.0000,9.0000,30.0000,0.2308,509.8482,-195.1327,2.0000,9.0000,2.6128,485,455,639,65,411.0000
399,SMACross,14,40,-0.1377,35.1944,36.0000,10.0000,26.0000,0.2778,467.0846,-232.3992,2.0000,8.0000,2.0098,499,499,585,331,478.5000
400,SMACross,14,41,-0.0864,34.6334,34.0000,12.0000,22.0000,0.3529,391.7034,-252.6691,2.0000,5.0000,1.5503,437,481,242,520,420.0000
401,SMACross,14,42,-0.1202,35.9425,36.0000,11.0000,25.0000,0.3056,401.3265,-224.4583,2.0000,5.0000,1.7880,477,520,475,434,476.5000
402,SMACross,14,43,-0.0987,34.8590,34.0000,10.0000,24.0000,0.2941,429.0031,-219.6607,2.0000,7.0000,1.9530,450,485,537,362,458.5000
403,SMACross,14,44,-0.0787,32.7891,33.0000,10.0000,23.0000,0.3030,425.2859,-218.8941,2.0000,6.0000,1.9429,429,414,491,369,425.7500
404,SMACross,14,45,-0.0340,28.8631,30.0000,10.0000,20.0000,0.3333,421.7509,-227.5614,2.0000,5.0000,1.8534,375,316,318,400,352.2500
405,SMACross,14,46,-0.0508,31.7498,30.0000,10.0000,20.0000,0.3333,435.7656,-243.0026,2.0000,5.0000,1.7933,397,387,318,431,383.2500
406,SMACross,14,47,0.1028,17.2772,31.0000,12.0000,19.0000,0.3871,378.8224,-184.8038,2.0000,4.0000,2.0499,117,53,118,312,150.0000
407,SMACross,14,48,0.0652,20.6485,30.0000,9.0000,21.0000,0.3000,493.4306,-180.1249,3.0000,6.0000,2.7394,182,128,507,38,213.7500
408,SMACross,14,49,0.0951,21.6153,30.0000,9.0000,21.0000,0.3000,518.9613,-176.8045,2.0000,7.0000,2.9352,129,143,507,18,199.2500
409,SMACross,14,50,0.0895,23.4454,30.0000,9.0000,21.0000,0.3000,507.9553,-174.7547,2.0000,6.0000,2.9067,144,185,507,21,214.2500
410,SMACross,15,10,-0.3282,57.6013,91.0000,54.0000,37.0000,0.5934,81.8573,-208.1779,11.0000,6.0000,0.3932,591,605,6,628,457.5000
411,SMACross,15,11,-0.3094,59.5215,97.0000,51.0000,46.0000,0.5258,87.7116,-164.5043,9.0000,5.0000,0.5332,585,624,25,609,460.7500
412,SMACross,15,12,-0.3997,59.5311,114.0000,55.0000,59.0000,0.4825,72.1181,-134.9768,7.0000,8.0000,0.5343,612,625,39,608,471.0000
413,SMACross,15,13,-0.3966,57.3199,124.0000,57.0000,67.0000,0.4597,82.6955,-129.5396,5.0000,7.0000,0.6384,611,603,47,600,465.2500
414,SMACross,15,14,-0.5269,63.3283,172.0000,73.0000,99.0000,0.4244,70.1567,-103.9601,5.0000,5.0000,0.6748,654,651,61,598,491.0000
415,SMACross,15,15,0.0000,0.0000,,,,,,,,,,312,1,646,646,401.2500
416,SMACross,15,16,-0.1087,26.0827,169.0000,67.0000,102.0000,0.3964,114.0409,-85.5682,4.0000,11.0000,1.3327,463,244,99,561,341.7500
417,SMACross,15,17,0.0122,19.3096,111.0000,38.0000,73.0000,0.3423,223.0560,-114.4363,3.0000,9.0000,1.9492,288,97,289,365,259.7500
418,SMACross,15,18,0.0564,18.3140,95.0000,34.0000,61.0000,0.3579,212.0428,-108.9480,4.0000,6.0000,1.9463,208,69,221,368,216.5000
419,SMACross,15,19,0.1498,14.6901,79.0000,28.0000,51.0000,0.3544,279.0544,-123.8322,3.0000,7.0000,2.2535,67,18,236,206,131.7500
420,SMACross,15,20,0.1684,14.7422,75.0000,27.0000,48.0000,0.3600,294.2916,-130.4553,3.0000,7.0000,2.2559,60,19,211,205,123.7500
421,SMACross,15,21,0.1901,15.6169,69.0000,26.0000,43.0000,0.3768,313.2850,-145.2262,3.0000,6.0000,2.1572,38,34,160,255,121.7500
422,SMACross,15,22,0.2259,17.0128,61.0000,24.0000,37.0000,0.3934,344.1550,-162.1724,3.0000,5.0000,2.1222,26,47,103,267,110.7500
423,SMACross,15,23,0.3413,17.0128,56.0000,23.0000,33.0000,0.4107,385.8056,-165.4809,3.0000,5.0000,2.3314,3,48,78,157,71.5000
424,SMACross,15,24,0.2552,18.5799,56.0000,22.0000,34.0000,0.3929,395.4279,-180.8157,3.0000,5.0000,2.1869,14,76,104,238,108.0000
425,SMACross,15,25,0.1765,18.5799,49.0000,20.0000,29.0000,0.4082,337.7565,-172.0857,3.0000,5.0000,1.9627,54,74,80,354,140.5000
426,SMACross,15,26,0.1490,18.5799,45.0000,17.0000,28.0000,0.3778,362.7200,-167.0261,3.0000,6.0000,2.1716,68,74,155,246,135.7500
427,SMACross,15,27,0.0779,22.2690,44.0000,17.0000,27.0000,0.3864,352.7307,-193.2307,3.0000,5.0000,1.8254,162,156,123,415,214.0000
428,SMACross,15,28,0.0869,22.6978,41.0000,17.0000,24.0000,0.4146,341.2940,-205.5339,3.0000,5.0000,1.6605,149,163,74,479,216.2500
429,SMACross,15,29,0.1071,22.4054,41.0000,18.0000,23.0000,0.4390,328.7656,-210.7457,3.0000,4.0000,1.5600,107,158,52,516,208.2500
430,SMACross,15,30,0.0915,23.9342,40.0000,15.0000,25.0000,0.3750,388.7908,-196.6790,2.0000,4.0000,1.9768,140,195,164,347,211.5000
431,SMACross,15,31,0.0513,24.3233,37.0000,12.0000,25.0000,0.3243,447.4258,-193.9679,2.0000,4.0000,2.3067,213,201,373,171,239.5000
432,SMACross,15,32,0.0922,23.2654,36.0000,13.0000,23.0000,0.3611,432.4965,-204.0562,2.0000,5.0000,2.1195,137,181,207,270,198.7500
433,SMACross,15,33,0.0907,21.4650,37.0000,13.0000,24.0000,0.3514,419.8832,-189.3462,2.0000,5.0000,2.2175,143,141,248,225,189.2500
434,SMACross,15,34,0.1389,19.8149,39.0000,13.0000,26.0000,0.3333,407.9178,-150.2470,3.0000,6.0000,2.7150,76,110,318,40,136.0000
435,SMACross,15,35,0.0027,29.3501,37.0000,12.0000,25.0000,0.3243,437.6149,-208.7235,2.0000,6.0000,2.0966,305,329,373,283,322.5000
436,SMACross,15,36,0.0658,23.6675,36.0000,11.0000,25.0000,0.3056,488.2943,-188.2547,2.0000,6.0000,2.5938,180,188,475,67,227.5000
437,SMACross,15,37,-0.0559,31.3707,36.0000,11.0000,25.0000,0.3056,453.1368,-221.4934,2.0000,6.0000,2.0458,405,379,475,316,393.7500
438,SMACross,15,38,-0.0961,33.2641,36.0000,10.0000,26.0000,0.2778,474.1818,-219.1193,2.0000,8.0000,2.1640,448,430,585,252,428.7500
439,SMACross,15,39,-0.0810,33.7962,40.0000,11.0000,29.0000,0.2750,449.4827,-198.2562,2.0000,7.0000,2.2672,431,453,595,196,418.7500
440,SMACross,15,40,-0.1248,34.8888,37.0000,10.0000,27.0000,0.2703,441.6564,-209.5949,2.0000,6.0000,2.1072,483,489,606,279,464.2500
441,SMACross,15,41,-0.1275,36.0427,37.0000,12.0000,25.0000,0.3243,387.5233,-236.8026,2.0000,5.0000,1.6365,486,523,373,490,468.0000
442,SMACross,15,42,-0.1336,36.6007,33.0000,9.0000,24.0000,0.2727,477.7818,-234.6161,2.0000,6.0000,2.0364,491,537,598,320,486.5000
443,SMACross,15,43,-0.1017,33.9610,32.0000,10.0000,22.0000,0.3125,438.7409,-245.4210,2.0000,6.0000,1.7877,453,460,443,435,447.7500
444,SMACross,15,44,-0.0738,30.6174,31.0000,9.0000,22.0000,0.2903,473.6997,-227.0845,2.0000,6.0000,2.0860,427,353,551,290,405.2500
445,SMACross,15,45,0.0790,22.3099,30.0000,9.0000,21.0000,0.3000,508.0550,-179.8421,2.0000,8.0000,2.8250,160,157,507,28,213.0000
446,SMACross,15,46,0.1028,20.2644,30.0000,9.0000,21.0000,0.3000,493.0075,-162.0501,2.0000,8.0000,3.0423,118,120,507,10,188.7500
447,SMACross,15,47,0.0789,21.1264,31.0000,9.0000,22.0000,0.2903,494.9413,-166.3143,2.0000,8.0000,2.9759,161,133,551,14,214.7500
448,SMACross,15,48,0.0606,24.5576,30.0000,8.0000,22.0000,0.2667,593.0224,-187.8224,2.0000,7.0000,3.1574,192,205,613,6,254.0000
449,SMACross,15,49,0.0093,25.9744,30.0000,7.0000,23.0000,0.2333,647.0058,-192.6082,1.0000,7.0000,3.3592,295,241,637,4,294.2500
450,SMACross,15,50,0.0644,25.9167,31.0000,9.0000,22.0000,0.2903,522.4331,-184.1525,3.0000,7.0000,2.8370,184,238,551,27,250.0000
451,SMACross,16,10,-0.3325,57.5718,83.0000,50.0000,33.0000,0.6024,84.9102,-229.4128,9.0000,3.0000,0.3701,594,604,3,631,458.0000
452,SMACross,16,11,-0.4196,61.2722,89.0000,47.0000,42.0000,0.5281,71.7716,-180.2303,6.0000,6.0000,0.3982,623,644,23,627,479.2500
453,SMACross,16,12,-0.4168,58.1637,91.0000,49.0000,42.0000,0.5385,85.3607,-198.8185,5.0000,9.0000,0.4293,619,610,20,619,467.0000
454,SMACross,16,13,-0.4564,58.4436,107.0000,50.0000,57.0000,0.4673,90.6281,-157.4170,4.0000,4.0000,0.5757,642,611,44,604,475.2500
455,SMACross,16,14,-0.4781,60.2921,119.0000,59.0000,60.0000,0.4958,78.5930,-154.9959,4.0000,5.0000,0.5071,645,639,36,613,483.2500
456,SMACross,16,15,-0.4991,62.6053,169.0000,70.0000,99.0000,0.4142,72.0673,-100.2215,5.0000,7.0000,0.7191,648,648,75,596,491.7500
457,SMACross,16,16,0.0000,0.0000,,,,,,,,,,312,1,646,646,401.2500
458,SMACross,16,17,-0.2499,36.8260,161.0000,64.0000,97.0000,0.3975,121.7214,-106.0741,3.0000,7.0000,1.1475,564,541,94,585,446.0000
459,SMACross,16,18,0.0207,16.3083,111.0000,43.0000,68.0000,0.3874,183.0263,-112.6889,4.0000,6.0000,1.6242,267,39,117,493,229.0000
460,SMACross,16,19,0.2554,12.5188,91.0000,33.0000,58.0000,0.3626,264.9049,-106.6886,3.0000,7.0000,2.4830,13,12,204,94,80.7500
461,SMACross,16,20,0.2033,14.5622,77.0000,29.0000,48.0000,0.3766,290.9687,-127.7710,4.0000,8.0000,2.2773,31,16,162,185,98.5000
462,SMACross,16,21,0.1546,17.0797,69.0000,26.0000,43.0000,0.3768,316.0914,-149.1097,4.0000,6.0000,2.1199,63,49,160,269,135.2500
463,SMACross,16,22,0.2014,16.2754,62.0000,23.0000,39.0000,0.3710,358.7261,-154.5183,3.0000,6.0000,2.3216,33,38,179,163,103.2500
464,SMACross,16,23,0.3672,18.5799,58.0000,23.0000,35.0000,0.3966,397.5843,-156.3519,3.0000,6.0000,2.5429,2,77,97,80,64.0000
465,SMACross,16,24,0.3365,19.0101,55.0000,23.0000,32.0000,0.4182,387.7382,-173.5163,3.0000,5.0000,2.2346,5,93,69,215,95.5000
466,SMACross,16,25,0.2448,18.7228,53.0000,25.0000,28.0000,0.4717,316.8791,-186.2166,3.0000,5.0000,1.7017,19,81,42,464,151.5000
467,SMACross,16,26,0.0930,19.3911,48.0000,18.0000,30.0000,0.3750,339.8722,-166.5161,3.0000,6.0000,2.0411,135,101,164,318,179.5000
468,SMACross,16,27,0.0690,23.4341,45.0000,18.0000,27.0000,0.4000,339.1908,-200.5753,4.0000,4.0000,1.6911,178,183,86,467,228.5000
469,SMACross,16,28,0.0586,23.9933,43.0000,15.0000,28.0000,0.3488,390.0331,-188.0226,3.0000,5.0000,2.0744,200,196,258,301,238.7500
470,SMACross,16,29,0.0364,25.8166,41.0000,16.0000,25.0000,0.3902,347.9132,-208.1194,4.0000,6.0000,1.6717,251,237,111,472,267.7500
471,SMACross,16,30,0.0374,25.3333,39.0000,13.0000,26.0000,0.3333,430.3053,-200.5213,3.0000,6.0000,2.1459,248,224,318,257,261.7500
472,SMACross,16,31,0.0628,24.3254,38.0000,13.0000,25.0000,0.3421,423.4371,-194.7960,2.0000,5.0000,2.1737,187,202,290,244,230.7500
473,SMACross,16,32,0.0407,24.5258,38.0000,13.0000,25.0000,0.3421,404.8582,-193.9737,2.0000,5.0000,2.0872,241,204,290,288,255.7500
474,SMACross,16,33,0.0718,19.9120,36.0000,13.0000,23.0000,0.3611,390.5675,-189.2493,3.0000,6.0000,2.0638,171,112,207,305,198.7500
475,SMACross,16,34,-0.0522,28.5431,36.0000,10.0000,26.0000,0.2778,489.2017,-208.0149,2.0000,6.0000,2.3518,401,302,585,142,357.5000
476,SMACross,16,35,-0.0679,29.5022,36.0000,9.0000,27.0000,0.2500,547.2063,-207.3320,2.0000,6.0000,2.6393,415,331,625,58,357.2500
477,SMACross,16,36,-0.0906,30.7320,36.0000,10.0000,26.0000,0.2778,475.5588,-217.5372,2.0000,8.0000,2.1861,442,359,585,239,406.2500
478,SMACross,16,37,-0.1475,35.2452,37.0000,10.0000,27.0000,0.2703,459.9452,-224.7907,2.0000,9.0000,2.0461,512,500,606,315,483.2500
479,SMACross,16,38,-0.0898,34.0271,37.0000,11.0000,26.0000,0.2973,433.0981,-217.5657,2.0000,6.0000,1.9907,441,462,527,341,442.7500
480,SMACross,16,39,-0.1075,35.8412,35.0000,10.0000,25.0000,0.2857,466.3425,-229.3143,2.0000,6.0000,2.0336,461,519,563,322,466.2500
481,SMACross,16,40,-0.1758,37.4220,39.0000,9.0000,30.0000,0.2308,489.7531,-205.3751,2.0000,11.0000,2.3847,543,552,639,125,464.7500
482,SMACross,16,41,-0.2043,39.1770,39.0000,12.0000,27.0000,0.3077,352.6172,-232.2067,2.0000,8.0000,1.5185,559,576,467,527,532.2500
483,SMACross,16,42,-0.1434,36.4859,34.0000,13.0000,21.0000,0.3824,349.2940,-282.7344,3.0000,6.0000,1.2354,506,536,139,579,440.0000
484,SMACross,16,43,-0.1371,36.8143,30.0000,9.0000,21.0000,0.3000,487.5805,-272.4657,2.0000,7.0000,1.7895,498,540,507,433,494.5000
485,SMACross,16,44,0.0154,25.4851,30.0000,9.0000,21.0000,0.3000,515.7361,-211.5963,2.0000,8.0000,2.4374,281,230,507,107,281.2500
486,SMACross,16,45,-0.0237,27.0090,30.0000,10.0000,20.0000,0.3333,425.3926,-222.4489,2.0000,7.0000,1.9123,357,262,318,378,328.7500
487,SMACross,16,46,0.0332,23.1904,28.0000,10.0000,18.0000,0.3571,456.7234,-232.8275,2.0000,6.0000,1.9616,254,179,223,355,252.7500
488,SMACross,16,47,0.0434,25.0746,29.0000,11.0000,18.0000,0.3793,430.7480,-236.5945,2.0000,6.0000,1.8206,238,216,147,420,255.2500
489,SMACross,16,48,0.0519,27.2064,27.0000,10.0000,17.0000,0.3704,495.7268,-258.3955,3.0000,5.0000,1.9185,210,270,181,376,259.2500
